Mod:Item:MetaData, Localized Name
Botania:altGrass:2, 鲜草草地
Botania:altGrass:3, 焦草草地
Botania:altGrass:4, 注魔草地
Botania:altGrass:5, 异变草地
Botania:livingwood0Stairs, tile.livingwood0Stairs.name
Botania:livingwood0Wall, tile.livingwood0Wall.name
Botania:livingwood1Stairs, tile.livingwood1Stairs.name
Botania:livingrock0Stairs, tile.livingrock0Stairs.name
Botania:livingrock0Wall, tile.livingrock0Wall.name
Botania:livingrock1Stairs, tile.livingrock1Stairs.name
Botania:dreamwood0Stairs, tile.dreamwood0Stairs.name
Botania:dreamwood0Wall, tile.dreamwood0Wall.name
Botania:dreamwood1Stairs, tile.dreamwood1Stairs.name
Botania:prismarine0Stairs, tile.prismarine0Stairs.name
Botania:prismarine0Wall, tile.prismarine0Wall.name
Botania:prismarine1Stairs, tile.prismarine1Stairs.name
Botania:prismarine2Stairs, tile.prismarine2Stairs.name
Botania:reedBlock0Stairs, tile.reedBlock0Stairs.name
Botania:reedBlock0Wall, tile.reedBlock0Wall.name
Botania:thatch0Stairs, tile.thatch0Stairs.name
Botania:customBrick0Stairs, tile.customBrick0Stairs.name
Botania:customBrick1Stairs, tile.customBrick1Stairs.name
Botania:customBrick2Stairs, tile.customBrick2Stairs.name
Botania:customBrick3Stairs, tile.customBrick3Stairs.name
Botania:biomeStoneA:0, 变质森林石头
Botania:biomeStoneA:1, 变质平原石头
Botania:biomeStoneA:2, 变质高山石头
Botania:biomeStoneA:3, 变质菌丝石头
Botania:biomeStoneA:4, 变质沼泽石头
Botania:biomeStoneA:5, 变质沙漠石头
Botania:biomeStoneA:6, 变质雪原石头
Botania:biomeStoneA:7, 变质高原石头
Botania:biomeStoneA:8, 变质森林圆石
Botania:biomeStoneA:9, 变质平原圆石
Botania:biomeStoneA:10, 变质高山圆石
Botania:biomeStoneA:11, 变质菌丝圆石
Botania:biomeStoneA:12, 变质沼泽圆石
Botania:biomeStoneA:13, 变质沙漠圆石
Botania:biomeStoneA:14, 变质雪原圆石
Botania:biomeStoneA:15, 变质高原圆石
Botania:biomeStoneB:0, 变质森林石砖
Botania:biomeStoneB:1, 变质平原石砖
Botania:biomeStoneB:2, 变质高山石砖
Botania:biomeStoneB:3, 变质菌丝石砖
Botania:biomeStoneB:4, 变质沼泽石砖
Botania:biomeStoneB:5, 变质沙漠石砖
Botania:biomeStoneB:6, 变质雪原石砖
Botania:biomeStoneB:7, 变质高原石砖
Botania:biomeStoneB:8, 錾制变质森林石砖
Botania:biomeStoneB:9, 錾制变质平原石砖
Botania:biomeStoneB:10, 錾制变质高山石砖
Botania:biomeStoneB:11, 錾制变质菌丝石砖
Botania:biomeStoneB:12, 錾制变质沼泽石砖
Botania:biomeStoneB:13, 錾制变质沙漠石砖
Botania:biomeStoneB:14, 錾制变质雪原石砖
Botania:biomeStoneB:15, 錾制变质高原石砖
Botania:stone:0, 安山岩
Botania:stone:1, 玄武岩
Botania:stone:2, 闪长岩
Botania:stone:3, 花岗岩
Botania:stone:4, 抛光安山岩
Botania:stone:5, 抛光玄武岩
Botania:stone:6, 抛光闪长岩
Botania:stone:7, 抛光花岗岩
Botania:stone:8, 安山岩砖
Botania:stone:9, 玄武岩砖
Botania:stone:10, 闪长岩砖
Botania:stone:11, 花岗岩砖
Botania:stone:12, 錾制安山岩砖
Botania:stone:13, 錾制玄武岩砖
Botania:stone:14, 錾制闪长岩砖
Botania:stone:15, 錾制花岗岩砖
Botania:pavement:0, 白色葡萄牙路面
Botania:pavement:1, 黑色葡萄牙路面
Botania:pavement:2, 蓝色葡萄牙路面
Botania:pavement:3, 红色葡萄牙路面
Botania:pavement:4, 黄色葡萄牙路面
Botania:pavement:5, 绿色葡萄牙路面
Botania:quartzTypeDark:0, 烟熏石英块
Botania:quartzTypeDark:1, 錾制烟熏石英块
Botania:quartzTypeDark:2, 竖纹烟熏石英块
Botania:quartzStairsDark, tile.quartzStairsDark.name
Botania:quartzTypeMana:0, 魔力石英块
Botania:quartzTypeMana:1, 錾制魔力石英块
Botania:quartzTypeMana:2, 竖纹魔力石英块
Botania:quartzStairsMana, tile.quartzStairsMana.name
Botania:quartzTypeBlaze:0, 烈焰石英块
Botania:quartzTypeBlaze:1, 錾制烈焰石英块
Botania:quartzTypeBlaze:2, 竖纹烈焰石英块
Botania:quartzStairsBlaze, tile.quartzStairsBlaze.name
Botania:quartzTypeLavender:0, 熏香石英块
Botania:quartzTypeLavender:1, 錾制熏香石英块
Botania:quartzTypeLavender:2, 竖纹熏香石英块
Botania:quartzStairsLavender, tile.quartzStairsLavender.name
Botania:quartzTypeRed:0, 红色石英块
Botania:quartzTypeRed:1, 錾制红色石英块
Botania:quartzTypeRed:2, 竖纹红色石英块
Botania:quartzStairsRed, tile.quartzStairsRed.name
Botania:quartzTypeElf:0, 精灵石英块
Botania:quartzTypeElf:1, 錾制精灵石英块
Botania:quartzTypeElf:2, 竖纹精灵石英块
Botania:quartzStairsElf, tile.quartzStairsElf.name
Botania:quartzTypeSunny:0, 金黄石英块
Botania:quartzTypeSunny:1, 錾制金黄石英块
Botania:quartzTypeSunny:2, 竖纹金黄石英块
Botania:quartzStairsSunny, tile.quartzStairsSunny.name
Botania:biomeStoneA0Stairs, tile.biomeStoneA0Stairs.name
Botania:biomeStoneA1Stairs, tile.biomeStoneA1Stairs.name
Botania:biomeStoneA2Stairs, tile.biomeStoneA2Stairs.name
Botania:biomeStoneA3Stairs, tile.biomeStoneA3Stairs.name
Botania:biomeStoneA4Stairs, tile.biomeStoneA4Stairs.name
Botania:biomeStoneA5Stairs, tile.biomeStoneA5Stairs.name
Botania:biomeStoneA6Stairs, tile.biomeStoneA6Stairs.name
Botania:biomeStoneA7Stairs, tile.biomeStoneA7Stairs.name
Botania:biomeStoneA8Stairs, tile.biomeStoneA8Stairs.name
Botania:biomeStoneA9Stairs, tile.biomeStoneA9Stairs.name
Botania:biomeStoneA10Stairs, tile.biomeStoneA10Stairs.name
Botania:biomeStoneA11Stairs, tile.biomeStoneA11Stairs.name
Botania:biomeStoneA12Stairs, tile.biomeStoneA12Stairs.name
Botania:biomeStoneA13Stairs, tile.biomeStoneA13Stairs.name
Botania:biomeStoneA14Stairs, tile.biomeStoneA14Stairs.name
Botania:biomeStoneA15Stairs, tile.biomeStoneA15Stairs.name
Botania:biomeStoneB0Stairs, tile.biomeStoneB0Stairs.name
Botania:biomeStoneB1Stairs, tile.biomeStoneB1Stairs.name
Botania:biomeStoneB2Stairs, tile.biomeStoneB2Stairs.name
Botania:biomeStoneB3Stairs, tile.biomeStoneB3Stairs.name
Botania:biomeStoneB4Stairs, tile.biomeStoneB4Stairs.name
Botania:biomeStoneB5Stairs, tile.biomeStoneB5Stairs.name
Botania:biomeStoneB6Stairs, tile.biomeStoneB6Stairs.name
Botania:biomeStoneB7Stairs, tile.biomeStoneB7Stairs.name
Botania:biomeStoneA0Wall:0, 变质森林石墙
Botania:biomeStoneA0Wall:1, 变质平原石墙
Botania:biomeStoneA0Wall:2, 变质高山石墙
Botania:biomeStoneA0Wall:3, 变质菌丝石墙
Botania:biomeStoneA0Wall:4, 变质沼泽石墙
Botania:biomeStoneA0Wall:5, 变质沙漠石墙
Botania:biomeStoneA0Wall:6, 变质雪原石墙
Botania:biomeStoneA0Wall:7, 变质高原石墙
Botania:stone0Stairs, tile.stone0Stairs.name
Botania:stone1Stairs, tile.stone1Stairs.name
Botania:stone2Stairs, tile.stone2Stairs.name
Botania:stone3Stairs, tile.stone3Stairs.name
Botania:stone8Stairs, tile.stone8Stairs.name
Botania:stone9Stairs, tile.stone9Stairs.name
Botania:stone10Stairs, tile.stone10Stairs.name
Botania:stone11Stairs, tile.stone11Stairs.name
Botania:stone0Wall:0, 安山岩石墙
Botania:stone0Wall:1, 玄武岩石墙
Botania:stone0Wall:2, 闪长岩石墙
Botania:stone0Wall:3, 花岗岩石墙
Botania:pavement0Stairs, tile.pavement0Stairs.name
Botania:pavement1Stairs, tile.pavement1Stairs.name
Botania:pavement2Stairs, tile.pavement2Stairs.name
Botania:pavement3Stairs, tile.pavement3Stairs.name
Botania:pavement4Stairs, tile.pavement4Stairs.name
Botania:pavement5Stairs, tile.pavement5Stairs.name
Botania:endStoneBrick0Stairs, tile.endStoneBrick0Stairs.name
Botania:endStoneBrick2Stairs, tile.endStoneBrick2Stairs.name
Botania:shimmerrock0Stairs, tile.shimmerrock0Stairs.name
Botania:shimmerwoodPlanks0Stairs, tile.shimmerwoodPlanks0Stairs.name
Botania:manaGlassPane, tile.manaGlassPane.name
Botania:elfGlassPane, tile.elfGlassPane.name
Botania:bifrostPermPane, tile.bifrostPermPane.name
Botania:quartzSlabDarkHalf:0, 烟熏石英台阶
Botania:quartzSlabDarkFull:0, 烟熏石英台阶
Botania:quartzSlabManaHalf:0, 魔力石英台阶
Botania:quartzSlabManaFull:0, 魔力石英台阶
Botania:quartzSlabBlazeHalf:0, 烈焰石英台阶
Botania:quartzSlabBlazeFull:0, 烈焰石英台阶
Botania:quartzSlabLavenderHalf:0, 熏香石英台阶
Botania:quartzSlabLavenderFull:0, 熏香石英台阶
Botania:quartzSlabRedHalf:0, 红色石英台阶
Botania:quartzSlabRedFull:0, 红色石英台阶
Botania:quartzSlabElfHalf:0, 精灵石英台阶
Botania:quartzSlabElfFull:0, 精灵石英台阶
Botania:quartzSlabSunnyHalf:0, 金黄石英台阶
Botania:quartzSlabSunnyFull:0, 金黄石英台阶
Botania:livingwood0Slab:0, 活木台阶
Botania:livingwood0SlabFull:0, 活木台阶
Botania:livingwood1Slab:0, 活木台阶
Botania:livingwood1SlabFull:0, 活木台阶
Botania:livingrock0Slab:0, 活石台阶
Botania:livingrock0SlabFull:0, 活石台阶
Botania:livingrock1Slab:0, 活石砖台阶
Botania:livingrock1SlabFull:0, 活石砖台阶
Botania:dreamwood0Slab:0, 梦之木台阶
Botania:dreamwood0SlabFull:0, 梦之木台阶
Botania:dreamwood1Slab:0, 梦之木台阶
Botania:dreamwood1SlabFull:0, 梦之木台阶
Botania:reedBlock0Slab:0, 甘蔗台阶
Botania:reedBlock0SlabFull:0, 甘蔗台阶
Botania:thatch0Slab:0, 茅草台阶
Botania:thatch0SlabFull:0, 茅草台阶
Botania:prismarine0Slab:0, 海晶石台阶
Botania:prismarine0SlabFull:0, 海晶石台阶
Botania:prismarine1Slab:0, 海晶石砖台阶
Botania:prismarine1SlabFull:0, 海晶石砖台阶
Botania:prismarine2Slab:0, 深色海晶石台阶
Botania:prismarine2SlabFull:0, 深色海晶石台阶
Botania:customBrick0Slab:0, 炼狱砖台阶
Botania:customBrick0SlabFull:0, 炼狱砖台阶
Botania:customBrick1Slab:0, 灵魂砖台阶
Botania:customBrick1SlabFull:0, 灵魂砖台阶
Botania:customBrick2Slab:0, 霜冻砖台阶
Botania:customBrick2SlabFull:0, 霜冻砖台阶
Botania:customBrick3Slab:0, 瓦块台阶
Botania:customBrick3SlabFull:0, 瓦块台阶
Botania:dirtPath0Slab:0, 沙土台阶
Botania:dirtPath0SlabFull:0, 沙土台阶
Botania:endStoneBrick0Slab:0, 末地石砖台阶
Botania:endStoneBrick0SlabFull:0, 末地石砖台阶
Botania:endStoneBrick2Slab:0, 末影石砖台阶
Botania:endStoneBrick2SlabFull:0, 末影石砖台阶
Botania:shimmerrock0Slab:0, 微光石台阶
Botania:shimmerrock0SlabFull:0, 微光石台阶
Botania:shimmerwoodPlanks0Slab:0, 微光木板台阶
Botania:shimmerwoodPlanks0SlabFull:0, 微光木板台阶
Botania:biomeStoneA0Slab:0, 变质森林石头台阶
Botania:biomeStoneA0SlabFull:0, 变质森林石头台阶
Botania:biomeStoneA1Slab:0, 变质平原石头台阶
Botania:biomeStoneA1SlabFull:0, 变质平原石头台阶
Botania:biomeStoneA2Slab:0, 变质高山石头台阶
Botania:biomeStoneA2SlabFull:0, 变质高山石头台阶
Botania:biomeStoneA3Slab:0, 变质菌丝石头台阶
Botania:biomeStoneA3SlabFull:0, 变质菌丝石头台阶
Botania:biomeStoneA4Slab:0, 变质沼泽石头台阶
Botania:biomeStoneA4SlabFull:0, 变质沼泽石头台阶
Botania:biomeStoneA5Slab:0, 变质沙漠石头台阶
Botania:biomeStoneA5SlabFull:0, 变质沙漠石头台阶
Botania:biomeStoneA6Slab:0, 变质雪原石头台阶
Botania:biomeStoneA6SlabFull:0, 变质高原石头台阶
Botania:biomeStoneA7Slab:0, 变质高原石头台阶
Botania:biomeStoneA7SlabFull:0, 变质雪原石头台阶
Botania:biomeStoneA8Slab:0, 变质森林圆石台阶
Botania:biomeStoneA8SlabFull:0, 变质森林圆石台阶
Botania:biomeStoneA9Slab:0, 变质平原圆石台阶
Botania:biomeStoneA9SlabFull:0, 变质平原圆石台阶
Botania:biomeStoneA10Slab:0, 变质高山圆石台阶
Botania:biomeStoneA10SlabFull:0, 变质高山圆石台阶
Botania:biomeStoneA11Slab:0, 变质菌丝圆石台阶
Botania:biomeStoneA11SlabFull:0, 变质菌丝圆石台阶
Botania:biomeStoneA12Slab:0, 变质沼泽圆石台阶
Botania:biomeStoneA12SlabFull:0, 变质沼泽圆石台阶
Botania:biomeStoneA13Slab:0, 变质沙漠圆石台阶
Botania:biomeStoneA13SlabFull:0, 变质沙漠圆石台阶
Botania:biomeStoneA14Slab:0, 变质雪原圆石台阶
Botania:biomeStoneA14SlabFull:0, 变质雪原圆石台阶
Botania:biomeStoneA15Slab:0, 变质高原圆石台阶
Botania:biomeStoneA15SlabFull:0, 变质高原圆石台阶
Botania:biomeStoneB0Slab:0, 变质森林石砖台阶
Botania:biomeStoneB0SlabFull:0, 变质森林石砖台阶
Botania:biomeStoneB1Slab:0, 变质平原石砖台阶
Botania:biomeStoneB1SlabFull:0, 变质平原石砖台阶
Botania:biomeStoneB2Slab:0, 变质高山石砖台阶
Botania:biomeStoneB2SlabFull:0, 变质高山石砖台阶
Botania:biomeStoneB3Slab:0, 变质菌丝石砖台阶
Botania:biomeStoneB3SlabFull:0, 变质菌丝石砖台阶
Botania:biomeStoneB4Slab:0, 变质沼泽石砖台阶
Botania:biomeStoneB4SlabFull:0, 变质沼泽石砖台阶
Botania:biomeStoneB5Slab:0, 变质沙漠石砖台阶
Botania:biomeStoneB5SlabFull:0, 变质沙漠石砖台阶
Botania:biomeStoneB6Slab:0, 变质雪原石砖台阶
Botania:biomeStoneB6SlabFull:0, 变质雪原石砖台阶
Botania:biomeStoneB7Slab:0, 变质高原石砖台阶
Botania:biomeStoneB7SlabFull:0, 变质高原石砖台阶
Botania:stone0Slab:0, 安山岩台阶
Botania:stone0SlabFull:0, 安山岩台阶
Botania:stone1Slab:0, 玄武岩台阶
Botania:stone1SlabFull:0, 玄武岩台阶
Botania:stone2Slab:0, 闪长岩台阶
Botania:stone2SlabFull:0, 闪长岩台阶
Botania:stone3Slab:0, 花岗岩台阶
Botania:stone3SlabFull:0, 花岗岩台阶
Botania:stone8Slab:0, 安山岩砖台阶
Botania:stone8SlabFull:0, 安山岩砖台阶
Botania:stone9Slab:0, 玄武岩砖台阶
Botania:stone9SlabFull:0, 玄武岩砖台阶
Botania:stone10Slab:0, 闪长岩砖台阶
Botania:stone10SlabFull:0, 闪长岩砖台阶
Botania:stone11Slab:0, 花岗岩砖台阶
Botania:stone11SlabFull:0, 花岗岩砖台阶
Botania:pavement0Slab:0, 白色葡萄牙台阶
Botania:pavement0SlabFull:0, 白色葡萄牙台阶
Botania:pavement1Slab:0, 黑色葡萄牙台阶
Botania:pavement1SlabFull:0, 黑色葡萄牙台阶
Botania:pavement2Slab:0, 蓝色葡萄牙台阶
Botania:pavement2SlabFull:0, 蓝色葡萄牙台阶
Botania:pavement3Slab:0, 红色葡萄牙台阶
Botania:pavement3SlabFull:0, 红色葡萄牙台阶
Botania:pavement4Slab:0, 黄色葡萄牙台阶
Botania:pavement4SlabFull:0, 黄色葡萄牙台阶
Botania:pavement5Slab:0, 绿色葡萄牙台阶
Botania:pavement5SlabFull:0, 绿色葡萄牙台阶
lostblade:ProudSoulLeaves, 英灵木树叶
lostblade:ProudSoulLog, 英灵木树干
lostblade:ProudSoulSampling, 英灵木树苗
Avaritia:Double_Craft, 压缩工作台
Avaritia:Triple_Craft, 二重压缩工作台
Avaritia:Dire_Crafting, 终极工作台
Avaritia:Crystal_Matrix, 水晶矩阵
Avaritia:Resource_Block:0, 中子态素块
Avaritia:Resource_Block:1, 无尽之块
Avaritia:Neutron_Collector, 中子态素收集器
Avaritia:Neutronium_Compressor, 中子态素压缩机
IronChest:BlockIronChest:0, 铁箱子
IronChest:BlockIronChest:1, 金箱子
IronChest:BlockIronChest:2, 钻石箱子
IronChest:BlockIronChest:3, 铜箱子
IronChest:BlockIronChest:4, 银箱子
IronChest:BlockIronChest:5, 水晶箱子
IronChest:BlockIronChest:6, 黑曜石箱子
IronChest:BlockIronChest:7, 泥箱子9000!
MineFactoryReloaded:conveyor:16, 传送带
MineFactoryReloaded:conveyor:0, 白色传送带
MineFactoryReloaded:conveyor:1, 橙色传送带
MineFactoryReloaded:conveyor:2, 品红色传送带
MineFactoryReloaded:conveyor:3, 浅蓝色传送带
MineFactoryReloaded:conveyor:4, 黄色传送带
MineFactoryReloaded:conveyor:5, 柠檬色传送带
MineFactoryReloaded:conveyor:6, 粉色传送带
MineFactoryReloaded:conveyor:7, 灰色传送带
MineFactoryReloaded:conveyor:8, 浅灰色传送带
MineFactoryReloaded:conveyor:9, 青色传送带
MineFactoryReloaded:conveyor:10, 紫色传送带
MineFactoryReloaded:conveyor:11, 蓝色传送带
MineFactoryReloaded:conveyor:12, 棕色传送带
MineFactoryReloaded:conveyor:13, 绿色传送带
MineFactoryReloaded:conveyor:14, 红色传送带
MineFactoryReloaded:conveyor:15, 黑色传送带
MineFactoryReloaded:machineblock:0, 工厂机械块
MineFactoryReloaded:machineblock:1, 可编程红石网络控制器外壳
MineFactoryReloaded:machine.0:0, 播种机
MineFactoryReloaded:machine.0:1, 钓鱼机
MineFactoryReloaded:machine.0:2, 收割机
MineFactoryReloaded:machine.0:3, 放牧机
MineFactoryReloaded:machine.0:4, 施肥机
MineFactoryReloaded:machine.0:5, 兽医站
MineFactoryReloaded:machine.0:6, 物品收集站
MineFactoryReloaded:machine.0:7, 方块破坏机
MineFactoryReloaded:machine.0:8, 雨雪收集器
MineFactoryReloaded:machine.0:9, 污泥处理机
MineFactoryReloaded:machine.0:10, 排污器
MineFactoryReloaded:machine.0:11, 堆肥器
MineFactoryReloaded:machine.0:12, 饲育器
MineFactoryReloaded:machine.0:13, 屠宰机
MineFactoryReloaded:machine.0:14, 自动附魔台
MineFactoryReloaded:machine.0:15, 幼崽分管机
MineFactoryReloaded:machine.1:0, 弹射器
MineFactoryReloaded:machine.1:1, 物品路由机
MineFactoryReloaded:machine.1:2, 液体路由机
MineFactoryReloaded:machine.1:3, 异次元储存器
MineFactoryReloaded:machine.1:4, 液体加工机
MineFactoryReloaded:machine.1:5, 岩浆制造机
MineFactoryReloaded:machine.1:6, 蒸汽锅炉
MineFactoryReloaded:machine.1:7, 自动音乐盒
MineFactoryReloaded:machine.1:8, 统一化机器(转化通用矿石)
MineFactoryReloaded:machine.1:9, 自动刷怪机
MineFactoryReloaded:machine.1:10, 生物质炉
MineFactoryReloaded:machine.1:11, 生物燃油发电机
MineFactoryReloaded:machine.1:12, 自动祛魔台
MineFactoryReloaded:machine.1:13, 屠宰场
MineFactoryReloaded:machine.1:14, 肉块打包机
MineFactoryReloaded:machine.1:15, 附魔路由器
MineFactoryReloaded:machine.2:0, 镭射钻
MineFactoryReloaded:machine.2:1, 镭射钻充能台
MineFactoryReloaded:machine.2:2, 自动型铁砧
MineFactoryReloaded:machine.2:3, 方块碎裂机
MineFactoryReloaded:machine.2:4, 红石音符盒
MineFactoryReloaded:machine.2:5, 自动酿造台
MineFactoryReloaded:machine.2:6, 果实采摘器
MineFactoryReloaded:machine.2:7, 方块放置器
MineFactoryReloaded:machine.2:8, 生物计数器
MineFactoryReloaded:machine.2:9, 蒸汽涡轮
MineFactoryReloaded:machine.2:10, 区块加载器
MineFactoryReloaded:machine.2:11, 喷泉
MineFactoryReloaded:machine.2:12, 怪物路由器
MineFactoryReloaded:tank, 塑料水槽
MineFactoryReloaded:cable.plastic, 塑料管道
MineFactoryReloaded:cable.redstone:0, 红石线缆
MineFactoryReloaded:cable.redstone:1, 红石线缆
MineFactoryReloaded:cable.redstone:2, 红石能量线缆
MineFactoryReloaded:cable.redstone:3, 红石能量线缆
MineFactoryReloaded:rednet.logic, 可编程红石控制器
MineFactoryReloaded:rednet.panel:0, 波形记录器
MineFactoryReloaded:rail.cargo.pickup, 货运装载轨道
MineFactoryReloaded:rail.cargo.dropoff, 货运卸载轨道
MineFactoryReloaded:rail.passenger.pickup, 乘客搭车轨道
MineFactoryReloaded:rail.passenger.dropoff, 乘客下车轨道
MineFactoryReloaded:rubberwood.sapling:0, 橡胶树树苗
MineFactoryReloaded:rubberwood.sapling:1, 神圣橡胶树树苗
MineFactoryReloaded:rubberwood.sapling:2, 宏伟橡胶树树苗
MineFactoryReloaded:rubberwood.sapling:3, 神圣橡胶树树苗
MineFactoryReloaded:rubberwood.log, 橡胶木
MineFactoryReloaded:rubberwood.leaves:0, 橡胶树叶
MineFactoryReloaded:rubberwood.leaves:1, 干枯橡胶树叶
MineFactoryReloaded:stainedglass.block:0, 白色玻璃
MineFactoryReloaded:stainedglass.block:1, 橙色玻璃
MineFactoryReloaded:stainedglass.block:2, 品红色玻璃
MineFactoryReloaded:stainedglass.block:3, 浅蓝色玻璃
MineFactoryReloaded:stainedglass.block:4, 黄色玻璃
MineFactoryReloaded:stainedglass.block:5, 柠檬色玻璃
MineFactoryReloaded:stainedglass.block:6, 粉色玻璃
MineFactoryReloaded:stainedglass.block:7, 灰色玻璃
MineFactoryReloaded:stainedglass.block:8, 浅灰色玻璃
MineFactoryReloaded:stainedglass.block:9, 青色玻璃
MineFactoryReloaded:stainedglass.block:10, 紫色玻璃
MineFactoryReloaded:stainedglass.block:11, 蓝色玻璃
MineFactoryReloaded:stainedglass.block:12, 棕色玻璃
MineFactoryReloaded:stainedglass.block:13, 绿色玻璃
MineFactoryReloaded:stainedglass.block:14, 红色玻璃
MineFactoryReloaded:stainedglass.block:15, 黑色玻璃
MineFactoryReloaded:stainedglass.pane:0, 白色玻璃板
MineFactoryReloaded:stainedglass.pane:1, 橙色玻璃板
MineFactoryReloaded:stainedglass.pane:2, 品红色玻璃板
MineFactoryReloaded:stainedglass.pane:3, 浅蓝色玻璃板
MineFactoryReloaded:stainedglass.pane:4, 黄色玻璃板
MineFactoryReloaded:stainedglass.pane:5, 柠檬色玻璃板
MineFactoryReloaded:stainedglass.pane:6, 粉色玻璃板
MineFactoryReloaded:stainedglass.pane:7, 灰色玻璃板
